REGION;PROVINCIA;DISTRITO;ZONA_SISMICA
HUARAZ;SANTA;NEPEÑA;4
HUARAZ;SANTA;NUEVO CHIMBOTE;4
HUARAZ;SANTA;SAMANCO;4
HUARAZ;SANTA;SANTA;4
HUARAZ;CASMA;BUENA VISTA ALTA;4
HUARAZ;CASMA;CASMA;4
HUARAZ;CASMA;COMANDANTE NOEL;4
HUARAZ;CASMA;YAUTAN;4
LIMA;CAJATAMBO;CAJATAMBO;3
LIMA;CAJATAMBO;COPA;3
LIMA;CAJATAMBO;GORGOR;3
LIMA;CAJATAMBO;HUACAPON;3
LIMA;CAJATAMBO;MANAS;3
LIMA;OYON;ANDAJES;3
LIMA;OYON;CAUJUL;3
LIMA;OYON;COCHAMARCA;3
LIMA;OYON;NAVAN;3
LIMA;OYON;OYON;3
LIMA;OYON;PACHANGARA;3
LIMA;YAUYOS;ALIS;3
LIMA;YAUYOS;AYAUCA;3
LIMA;YAUYOS;AYAVIRI;3
LIMA;YAUYOS;AZANGARO;3
LIMA;YAUYOS;CACRA;3
LIMA;YAUYOS;CARANIA;3
LIMA;YAUYOS;CATAHUASI;3
LIMA;YAUYOS;CHOCOS;3
LIMA;YAUYOS;COCHAS;3
LIMA;YAUYOS;COLONIA;3
LIMA;YAUYOS;HONGOS;3
LIMA;YAUYOS;HUAMPARA;3
LIMA;YAUYOS;HUANCAYA;3
LIMA;YAUYOS;HUANGASCAR;3
LIMA;YAUYOS;HUANTAN;3
LIMA;YAUYOS;HUAÑEC;3
LIMA;YAUYOS;LARAOS;3
LIMA;YAUYOS;LINCHA;3
LIMA;YAUYOS;MADEAN;3
LIMA;YAUYOS;MIRAFLORES;3
LIMA;YAUYOS;QUINCHES;3
LIMA;YAUYOS;SAN JOAQUIN;3
LIMA;YAUYOS;SAN LORENZO DE PUTINZA;3
LIMA;YAUYOS;SAN PEDRO DE PILAS TANTA;3
LIMA;YAUYOS;TOMAS;3
LIMA;YAUYOS;TUPE;3
LIMA;YAUYOS;VIÑAC;3
LIMA;YAUYOS;VITIS;3
LIMA;YAUYOS;YAUYOS;3
LIMA;YAUYOS;OMAS;4
LIMA;YAUYOS;QUINOCAY;4
LIMA;YAUYOS;TAURIPAMPA;4
LIMA;HUAROCHIRI;CALLAHUANCA;3
LIMA;HUAROCHIRI;CARAMPOMA;3
LIMA;HUAROCHIRI;CHICLA;3
LIMA;HUAROCHIRI;HUACHUPAMPA;3
LIMA;HUAROCHIRI;HUANZA;3
LIMA;HUAROCHIRI;HUAROCHIRI;3
LIMA;HUAROCHIRI;LAHUAYTAMBO;3
LIMA;HUAROCHIRI;LANGA;3
LIMA;HUAROCHIRI;LARAOS;3
LIMA;HUAROCHIRI;MATUCANA;3
LIMA;HUAROCHIRI;SAN ANDRES DE TUPICOCHA;3
LIMA;HUAROCHIRI;SAN BARTOLOME;3
LIMA;HUAROCHIRI;SAN DAMIAN;3
LIMA;HUAROCHIRI;S. JERONIMO DE SURCO;3
LIMA;HUAROCHIRI;SAN JUAN DE IRIS;3
LIMA;HUAROCHIRI;SAN JUAN DE TANTARANCHE;3
LIMA;HUAROCHIRI;SAN LORENZO DE QUINTI;3
LIMA;HUAROCHIRI;SAN MATEO;3
LIMA;HUAROCHIRI;SAN MATEO DE OTAO;3
LIMA;HUAROCHIRI;SAN PEDRO DE CASTA;3
LIMA;HUAROCHIRI;SAN PEDRO DE HUANCAYRE;3
LIMA;HUAROCHIRI;SANGALLAYA;3
LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;3
LIMA;HUAROCHIRI;SANTIAGO DE ANCHUCAYA;3
LIMA;HUAROCHIRI;SANTIAGO DE TUNA;3
LIMA;HUAROCHIRI;ANTIOQUIA;4
LIMA;HUAROCHIRI;CUENCA;4
LIMA;HUAROCHIRI;MARIATANA;4
LIMA;HUAROCHIRI;RICARDO PALMA;4
LIMA;HUAROCHIRI;SAN ANTONIO DE CHACLLA;4
LIMA;HUAROCHIRI;SANTA EULALIA;4
LIMA;HUAROCHIRI;SANTO DOMINGO DE OLLEROS;4
LIMA;CANTA;CANTA;3
LIMA;CANTA;HUAROS;3
LIMA;CANTA;LACHAQUI;3
LIMA;CANTA;SAN BUENAVENTURA;3
LIMA;CANTA;ARAHUAY;4
LIMA;CANTA;HUAMANTANGA;4
LIMA;CANTA;SANTA ROSA DE QUIVES;4
LIMA;HUARAL;ATAVILLOS ALTO;3
LIMA;HUARAL;ATAVILLOS BAJO;3
LIMA;HUARAL;IHUARI;3
LIMA;HUARAL;LAMPIAN;3
LIMA;HUARAL;PACARAOS;3
LIMA;HUARAL;SAN MIGUEL DE ACOS;3
LIMA;HUARAL;SANTA CRUZ DE ANDAMARCA;3
LIMA;HUARAL;SUMBILCA;3
LIMA;HUARAL;VEINTISIETE DE NOVIEMBRE;3
LIMA;HUARAL;AUCALLAMA;4
LIMA;HUARAL;CHANCAY;4
LIMA;HUARAL;HUARAL;4
LIMA;HUAURA;CHECRAS;3
LIMA;HUAURA;LEONCIO PRADO;3
LIMA;HUAURA;PACCHO;3
LIMA;HUAURA;SANTA LEONOR;3
LIMA;HUAURA;AMBAR;4
LIMA;HUAURA;CALETA DE CARQUIN;4
LIMA;HUAURA;HUACHO;4
LIMA;HUAURA;HUALMAY;4
LIMA;HUAURA;HUAURA;4
LIMA;HUAURA;SANTA MARIA;4
LIMA;HUAURA;SAYAN;4
LIMA;HUAURA;VEGUETA;4
LIMA;CAÑETE;ZUÑIGA;3
LIMA;CAÑETE;ASIA;4
LIMA;CAÑETE;CALANGO;4
LIMA;CAÑETE;CERRO AZUL;4
LIMA;CAÑETE;CHILCA;4
LIMA;CAÑETE;COAYLLO;4
LIMA;CAÑETE;IMPERIAL;4
LIMA;CAÑETE;LUNAHUANA;4
LIMA;CAÑETE;MALA;4
LIMA;CAÑETE;NUEVO IMPERIAL;4
LIMA;CAÑETE;PACARAN;4
LIMA;CAÑETE;QUILMANA;4
LIMA;CAÑETE;SAN ANTONIO;4
LIMA;CAÑETE;SAN LUIS;4
LIMA;CAÑETE;SAN VICENTE DE CAÑETE;4
LIMA;CAÑETE;SANTA CRUZ DE FLORES;4
LIMA;BARRANCA;BARRANCA;4
LIMA;BARRANCA;PARAMONGA;4
LIMA;BARRANCA;PATIVILCA;4
LIMA;BARRANCA;SUPE;4
LIMA;BARRANCA;SUPE PUERTO;4
LIMA;LIMA;ANCON;4
LIMA;LIMA;ATE;4
LIMA;LIMA;BARRANCO;4
LIMA;LIMA;BREÑA;4
LIMA;LIMA;CARABAYLLO;4
LIMA;LIMA;CHACLACAYO;4
LIMA;LIMA;CHORRILLOS;4
LIMA;LIMA;CIENEGUILLA;4
LIMA;LIMA;COMAS;4
LIMA;LIMA;EL AGUSTINO;4
LIMA;LIMA;INDEPENDENCIA;4
LIMA;LIMA;JESUS MARIA;4
LIMA;LIMA;LA MOLINA;4
LIMA;LIMA;LA VICTORIA;4
LIMA;LIMA;LIMA;4
LIMA;LIMA;LINCE;4
LIMA;LIMA;LOS OLIVOS;4
LIMA;LIMA;LURIGANCHO- CHOSICA;4
LIMA;LIMA;LURIN;4
LIMA;LIMA;MAGDALENA DEL MAR;4
LIMA;LIMA;MIRAFLORES;4
LIMA;LIMA;PACHACAMAC;4
LIMA;LIMA;PUCUSANA;4
LIMA;LIMA;PUEBLO LIBRE;4
LIMA;LIMA;PUENTE PIEDRA;4
LIMA;LIMA;PUNTA HERMOSA;4
LIMA;LIMA;PUNTA NEGRA;4
LIMA;LIMA;RIMAC;4
LIMA;LIMA;SAN BARTOLO;4
LIMA;LIMA;SAN BORJA;4
LIMA;LIMA;SAN ISIDRO;4
LIMA;LIMA;SAN JUAN DE LURIGANCHO;4
LIMA;LIMA;SAN JUAN DE MIRAFLORES;4
LIMA;LIMA;SAN LUIS;4
LIMA;LIMA;SAN MARTIN DE PORRES;4
LIMA;LIMA;SAN MIGUEL;4
LIMA;LIMA;SANTA ANITA;4
LIMA;LIMA;SANTA MARIA DEL MAR;4
LIMA;LIMA;SANTA ROSA;4
LIMA;LIMA;SANTIAGO DE SURCO;4
LIMA;LIMA;SURQUILLO;4
LIMA;LIMA;VILLA EL SALVADOR;4
LIMA;LIMA;VILLA MARIA DEL TRIUNFO;4
LIMA;CALLAO;BELLAVISTA;4
LIMA;CALLAO;CALLAO;4
LIMA;CALLAO;CARMEN DE LA LEGUA-REYNOSO;4
LIMA;CALLAO;LA PERLA;4
LIMA;CALLAO;LA PUNTA;4
LIMA;CALLAO;VENTANILLA;4
ICA;CHINCHA;SAN PEDRO DE HUACARPANA;3
ICA;CHINCHA;ALTO LARAN;4
ICA;CHINCHA;CHAVIN;4
ICA;CHINCHA;CHINCHA ALTA;4
ICA;CHINCHA;CHINCHA BAJA;4
ICA;CHINCHA;EL CARMEN;4
ICA;CHINCHA;GROCIO PRADO;4
ICA;CHINCHA;PUEBLO NUEVO;4
ICA;CHINCHA;SAN JUAN DE YANAC;4
ICA;CHINCHA;SUNAMPE;4
ICA;CHINCHA;TAMBO DE MORA;4
ICA;PALPA;LLIPATA;4
ICA;PALPA;PALPA;4
ICA;PALPA;RIO GRANDE;4
ICA;PALPA;SANTA CRUZ;4
ICA;PALPA;TIBILLO;4
ICA;ICA;ICA;4
ICA;ICA;LA TINGUIÑA;4
ICA;ICA;LOS AQUIJES;4
ICA;ICA;OCUCAJE;4
ICA;ICA;PACHACUTEC;4
ICA;ICA;PARCONA;4
ICA;ICA;PUEBLO NUEVO;4
ICA;ICA;SALAS;4
ICA;ICA;SAN JOSE DE LOS MOLINOS;4
ICA;ICA;SAN JUAN BAUTISTA;4
ICA;ICA;SANTIAGO;4
ICA;ICA;SUBTANJALLA;4
ICA;ICA;TATE;4
ICA;ICA;YAUCA DEL ROSARIO;4
ICA;NAZCA;CHANGUILLO;4
ICA;NAZCA;EL INGENIO;4
ICA;NAZCA;MARCONA;4
ICA;NAZCA;NAZCA;4
ICA;NAZCA;VISTA ALEGRE;4
ICA;PISCO;HUANCANO;4
ICA;PISCO;HUMAY;4
ICA;PISCO;INDEPENDENCIA;4
ICA;PISCO;PARACAS;4
ICA;PISCO;PISCO;4
ICA;PISCO;SAN ANDRES;4
ICA;PISCO;SAN CLEMENTE;4
ICA;PISCO;TUPAC AMARU INCA;4
AREQUIPA;LA UNION;ALCA;3
AREQUIPA;LA UNION;CHARCANA;3
AREQUIPA;LA UNION;COTAHUASI;3
AREQUIPA;LA UNION;HUAYNACOTAS;3
AREQUIPA;LA UNION;PAMPAMARCA;3
AREQUIPA;LA UNION;PUYCA;3
AREQUIPA;LA UNION;QUECHUALLA;3
AREQUIPA;LA UNION;SAYLA;3
AREQUIPA;LA UNION;TAURIA;3
AREQUIPA;LA UNION;TOMEPAMPA;3
AREQUIPA;LA UNION;TORO;3
AREQUIPA;CAYLLOMA;ACHOMA;3
AREQUIPA;CAYLLOMA;CABANACONDE;3
AREQUIPA;CAYLLOMA;CALLALLI;3
AREQUIPA;CAYLLOMA;CAYLLOMA;3
AREQUIPA;CAYLLOMA;CHIVAY;3
AREQUIPA;CAYLLOMA;COPORAQUE;3
AREQUIPA;CAYLLOMA;HUAMBO;3
AREQUIPA;CAYLLOMA;HUANCA;3
AREQUIPA;CAYLLOMA;ICHUPAMPA;3
AREQUIPA;CAYLLOMA;LARI;3
AREQUIPA;CAYLLOMA;LLUTA;3
AREQUIPA;CAYLLOMA;MACA;3
AREQUIPA;CAYLLOMA;MADRIGAL;3
AREQUIPA;CAYLLOMA;SAN ANTONIO DE CHUCA;3
AREQUIPA;CAYLLOMA;SIBAYO;3
AREQUIPA;CAYLLOMA;TAPAY;3
AREQUIPA;CAYLLOMA;TISCO;3
AREQUIPA;CAYLLOMA;TUTI;3
AREQUIPA;CAYLLOMA;YANQUE;3
AREQUIPA;CAYLLOMA;MAJES;4
AREQUIPA;CASTILLA;ANDAGUA;3
AREQUIPA;CASTILLA;AYO;3
AREQUIPA;CASTILLA;CHACHAS;3
AREQUIPA;CASTILLA;CHILCAYMARCA;3
AREQUIPA;CASTILLA;CHOCO;3
AREQUIPA;CASTILLA;MACHAGUAY;3
AREQUIPA;CASTILLA;ORCOPAMPA;3
AREQUIPA;CASTILLA;PAMPACOLCA;3
AREQUIPA;CASTILLA;TIPAN;3
AREQUIPA;CASTILLA;UÑON;3
AREQUIPA;CASTILLA;VIRACO;3
AREQUIPA;CASTILLA;APLAO;4
AREQUIPA;CASTILLA;HUANCARQUI;4
AREQUIPA;CASTILLA;URACA;4
AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;3
AREQUIPA;AREQUIPA;AREQUIPA;3
AREQUIPA;AREQUIPA;CAYMA;3
AREQUIPA;AREQUIPA;CERRO COLORADO;3
AREQUIPA;AREQUIPA;CHARACATO;3
AREQUIPA;AREQUIPA;CHIGUATA;3
AREQUIPA;AREQUIPA;JACOBO HUNTER;3
AREQUIPA;AREQUIPA;JOSE LUIS BUSTAMANTE Y RIVERO;3
AREQUIPA;AREQUIPA;MARIANO MELGAR;3
AREQUIPA;AREQUIPA;MIRAFLORES;3
AREQUIPA;AREQUIPA;MOLLEBAYA;3
AREQUIPA;AREQUIPA;PAUCARPATA;3
AREQUIPA;AREQUIPA;POCSI;3
AREQUIPA;AREQUIPA;QUEQUEÑA;3
AREQUIPA;AREQUIPA;SABANDIA;3
AREQUIPA;AREQUIPA;SACHACA;3
AREQUIPA;AREQUIPA;SAN JUAN DE TARUCANI;3
AREQUIPA;AREQUIPA;SOCABAYA;3
AREQUIPA;AREQUIPA;TIABAYA;3
AREQUIPA;AREQUIPA;YANAHUARA;3
AREQUIPA;AREQUIPA;YURA;3
AREQUIPA;AREQUIPA;LA JOYA;4
AREQUIPA;AREQUIPA;POLOBAYA;4
AREQUIPA;AREQUIPA;SAN JUAN DE SIGUAS;4
AREQUIPA;AREQUIPA;SANTA ISABEL DE SIGUAS;4
AREQUIPA;AREQUIPA;SANTA RITA DE SIGUAS;4
AREQUIPA;AREQUIPA;UCHUMAYO;4
AREQUIPA;AREQUIPA;VITOR;4
AREQUIPA;AREQUIPA;YARABAMBA;4
AREQUIPA;CONDESUYOS;CAYARANI;3
AREQUIPA;CONDESUYOS;CHICHAS;3
AREQUIPA;CONDESUYOS;SALAMANCA;3
AREQUIPA;CONDESUYOS;ANDARAY;4
AREQUIPA;CONDESUYOS;CHUQUIBAMBA;4
AREQUIPA;CONDESUYOS;IRAY;4
AREQUIPA;CONDESUYOS;RIO GRANDE;4
AREQUIPA;CONDESUYOS;YANAQUIHUA;4
AREQUIPA;ISLAY;COCACHACRA DEAN VALDIVIA ISLAY;4
AREQUIPA;ISLAY;MEJIA MOLLENDO;4
AREQUIPA;ISLAY;PUNTA DE BOMBON;4
AREQUIPA;CAMANA;CAMANA;4
AREQUIPA;CAMANA;JOSE MARIA QUIMPER;4
AREQUIPA;CAMANA;MARIANO NICOLAS VALCARCEL;4
AREQUIPA;CAMANA;MARISCAL CACERES;4
AREQUIPA;CAMANA;NICOLAS DE PIEROLA;4
AREQUIPA;CAMANA;OCOÑA;4
AREQUIPA;CAMANA;QUILCA;4
AREQUIPA;CAMANA;SAMUEL PASTOR;4
AREQUIPA;CARAVELI;ACARI;4
AREQUIPA;CARAVELI;ATICO;4
AREQUIPA;CARAVELI;ATIQUIPA;4
AREQUIPA;CARAVELI;BELLA UNION;4
AREQUIPA;CARAVELI;CAHUACHO;4
AREQUIPA;CARAVELI;CARAVELI;4
AREQUIPA;CARAVELI;CHALA;4
AREQUIPA;CARAVELI;CHAPARRA;4
AREQUIPA;CARAVELI;HUANUHUANU;4
AREQUIPA;CARAVELI;JAQUI;4
AREQUIPA;CARAVELI;LOMAS;4
AREQUIPA;CARAVELI;QUICACHA;4
AREQUIPA;CARAVELI;YAUCA;4
MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;3
MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;3
MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;3
MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;3
MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;3
MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;3
MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;3
MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;3
MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;3
MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;3
MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;4
MOQUEGUA;MARISCAL NIETO;CARUMAS;3
MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;3
MOQUEGUA;MARISCAL NIETO;SAMEGUA;3
MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL DE CALACOA;3
MOQUEGUA;MARISCAL NIETO;TORATA;3
MOQUEGUA;MARISCAL NIETO;MOQUEGUA;4
MOQUEGUA;ILO;EL AGARROBAL;4
MOQUEGUA;ILO;PACOCHA;4
MOQUEGUA;ILO;ILO;4
TACNA;TARATA;CHUCATAMANI;3
TACNA;TARATA;ESTIQUE;3
TACNA;TARATA;ESTIQUE-PAMPA;3
TACNA;TARATA;SITAJARA;3
TACNA;TARATA;SUSAPAYA;3
TACNA;TARATA;TARATA;3
TACNA;TARATA;TARUCACHI;3
TACNA;TARATA;TICACO;3
TACNA;CANDARAVE;CAIRANI;3
TACNA;CANDARAVE;CAMILACA;3
TACNA;CANDARAVE;CANDARAVE;3
TACNA;CANDARAVE;CURIBAYA;3
TACNA;CANDARAVE;HUANUARA;3
TACNA;CANDARAVE;QUILAHUANI;3
TACNA;JORGE BASADRE;ILABAYA;4
TACNA;JORGE BASADRE;ITE;4
TACNA;JORGE BASADRE;LOCUMBA;4
TACNA;TACNA;PALCA;3
TACNA;TACNA;ALTO DE LA ALIANZA;4
TACNA;TACNA;CALANA;4
TACNA;TACNA;CIUDAD NUEVA;4
TACNA;TACNA;INCLAN;4
TACNA;TACNA;PACHIA;4
TACNA;TACNA;POCOLLAY;4
TACNA;TACNA;SAMA;4
TACNA;TACNA;TACNA;4
TACNA;TACNA;LA YARADA LOS PALOS;4
